text,labels
"In fact, Morocco is among the world’s largest producers and the leading exporter of crude phosphates. The extraction of phosphates is controlled by OCP. A phosphate extraction tax was introduced in 1992, amounting to 34 dirhams (US$4.20) per ton of crude or processed phosphate that was exported. However, the tax was abolished in 2008.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"However, they should not be viewed as a panacea for reducing youth unemployment. Apprenticeships can contribute to reducing potential skills shortages, when designed in partnership with employers and when delivered within a quality framework. Both youth and employers can benefit from quality apprenticeship programmes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This could include a revision of the regulations of the responsibilities of principals and deputy principals and the development of a related set of professional school leadership standards. Such standards would provide a clear and concise statement of the core elements of successful leadership by mapping out what school leaders are expected to know, be able to do, and how. Furthermore, Uruguay needs to re-evaluate the current levels of remuneration of principals and deputy principals to ensure that school leadership is sustainable in the future and that qualified and interested teachers who would like to take on more responsibilities are not deterred from making this step.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A sector-specific example of a pro-innovation initiative comes from Canada: the Canada Mining Innovation Council launched a zero waste initiative which prioritises innovation that is expected to lead to significant reductions in mining waste. These approaches can be up-scaled and broadened if improving resource efficiency is integrated into national innovation policies, research partnerships are promoted and barriers to the entry of new firms and to the development of new business models are removed. The global economy requires around USD 90 trillion of investment in infrastructure between 2015 and 2030.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"In 2010, 44% of all public consultations were held in emergency services (43.5% in hospitals and 56.5% in health areas), out of which 60% turned out not to be actual emergencies. As a comparison, non-urgent visits to an emergency department (ED) accounted for nearly 12% of all ED visits in the United States, 20% in Italy, 25% in Canada, 31% in Portugal, 32% in Australia and 56% in Belgium. The CCSS introduced a national initiative to tackle lengthy waiting lists in April 2014.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Thailand is a representative case in Asia. More than 100,000 indigenous peoples in Thailand officially referred to as hill tribes had no access to the public health system. The National Commission on Human Rights of Thailand noted that for the hill tribes who have not yet received legal status, the public health service is elusive.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Falling yields (except at the very short end) and a flattening yield curve can be observed in the euro area as well. However, while the euro has been generally stable against the currencies of major trading partners, the US dollar has strengthened. Meanwhile, the equity market volatility index, which has ebbed since the start of 2019, is picking up again somewhat following the new tariff measures introduced by the United States and China in May 2019. Capital markets in Emerging Asia - Stable but headwinds persist10 (cont.)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A value of zero indicates that there is no difference between socio-economically advantaged and disadvantaged schools in how concerned principals are about the educational staff at school, and positive values (higher equity) indicate that principals' in socio-economically advantaged schools are more concerned than principals in disadvantaged schools. For example, schools with large special education programmes and more teaching assistants tend to have more teachers, but the schools' high student-teacher ratio has no impact on the size of regular classes. In addition, the amount of preparation time per day allotted to teachers may vary across schools and across school systems.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Similarly the establishment of the CARICOM Single Market and Economy at the end of 2008 may have led to greater mobility within the Caribbean region, and more migration of nurses from poorer to richer states, for example from Guyana, St Vincent and the Grenadines and Grenada to Barbados and The Bahamas. Though arguments have been made that this will be beneficial for the region as a whole, those states that are presently poorly served, notably Jamaica, Trinidad and Tobago, and Guyana, may be disadvantaged further, while ‘the danger is that each country competes with the other with the risk of selling what they have at bargain basement prices’ (Caribbean Commission on Health and Development 2006:77). The wider benefits are not evident.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"While practitioners have a right to conscientious objection, the protection of that right must not infringe on women's right to accurate and objective information on contraception. The European Court of Human Rights, for instance, has held that pharmacists may not refuse to sell contraceptives based on their personal religious beliefs.32 The Committee on the Rights of the Child, in its general comment No. Guaranteeing the availability, accessibility, quality and acceptability of these services and medicines is central to ensuring women's sexual and reproductive health rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The expansion and strengthening of a multi-generational network and pool of women leaders across the Continent would multiply achievements in engendering democracy. Occupying a seat in parliament is an important achievement, but gender dynamics pervading the political sphere impose additional obstacles. Elected women are still subject to existing structures and manipulations that constantly subvert commitments to gender equality and complicate the pursuit of gender-balanced policies. Although there has been increasing representation of women in parliaments and cabinets, all national reviews on the implementation of the Beijing Platform for Action indicate that there is still a low representation of women in decision-making processes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
